ID,Reviews
0125,"['3 din use kiya acha hai bilkul jaisi cheez order ki waisi hi mili hai seal pack phone tha thank you selar', 'good packing all ok hai lakin pawar bank Kam hi krta Baki SB thk hai thanks. Good phon', ""Good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han it's disappointed because seller write in description 1 year warranty"", 'Received accurately but what is the phone password?', 'same as shown tnx dear saller tnx daraz', 'very good phone as shown in the picture 🙌 thank you daraz!', 'Battery fholi hoi hy mobile on nai hoa abi tak battery ki wajah sy very bad experience 🥲🥲😔😔😔🤔', ""Good mobile phone thanks seller and daraz but delivery ke date ma baki sirf 7 month rahty han it's disappointed because seller write in description 1 year warranty"", 'بہت اچھا موبائیل فون ہے۔ خاص طور پر اس میں بلیو ٹوتھ کے ذریعہ انڈرویڈ فون سے ڈیٹا آسانی سے ٹرانسفر ہو جاتاہے ۔۔۔', 'good mobile is big battery thanks daraz❤', 'very nice prodacts good sale r', 'Very good', 'Nice Mobile', 'mobile acha hai phly torha tng kiya as ne abhi thik chl rha', 'صرف ساتھ دی گئی تار سے ہی چارچ ہوتا ہے باقی عام musb سے چارچ نہیں ہوتا باقی فون اچھا ہے']"
0126,"[""Really liked the phone. Bought it in 11.11 sale. it's display, speed and overall performance is amazing. And obviously for camera just one word it's awesome. delivered in 3 4 days. Trusted seller. Highly recommended this phone if you have budget of 150k"", 'A very nice Xiaomi 13T model I am buying a Daraz 11.11 sale.', ""Sharing my review after 1 day use. So far so good. Delivery was a bit late and packing was not perfect but product was not damaged. I'll edit the review 7 day use."", 'Same as shown in the picture and cheaper from the local market.', 'As described and timely delivered. Genuine product with all seals were intact when received.', 'Excellent Product Quality,, Original Product And Charger,, Highly Recommended.', 'xiaomi 13T is official from Xiaomi.Good device.I bought 155,999 discount of 15000 because there is voucher of bank and also there is 11.11 sale. Device is Genuine.Packing is awesome with bubble paper to decrease the loss of device. #11.11', 'Classy but price is quite high', 'original product, arrived safely with warranty.', 'Delivered superfast next day, very nice phone.', 'Excellent service and product.', 'Highly satisfied with the box pack pin pack non active device. Pta approved and this blue color is love']"
0127,"['Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.', ""This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon"", 'thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno', ""best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price."", ""This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon"", 'thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno', 'thank you daraz mall, thank you tecno for this amazing experience. i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one. thanks in advance', 'The phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good. processor should have been atleast helio G96 only this is the con. cameras are average.', 'i really pleased to share my review regarding this awesome purchase..i am 100% satisfied with daraz and Techno official store..Device is genuine and packing of device was up to the mark. I extremely grateful to Daraz management. #11.11', ""Perfect phone is this price bracket.. cheaper then mobile market's price, market price 60k... extra discount on bank card btw delivered after a day.. over all experience 9.5/10"", 'bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai', 'Received on time there is no user manual inside only PTA approved and warranty card. Overall good experience.', 'Excellent fully satisfied with seller', 'Buhat hi acha phone h', 'it is very nice when i see mobile ,doba pack aur boht good ho gya Allah naseeb may karay .jazakallah']"
0128,"['Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m', 'thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘', 'The phone is a star and the seller is a gem. I am always an Infinix phone lover but this one is the best of all. Phones speaker sound quality is pretty good with JBL and HiRes sound. All round fast charging works with any PD 3 charger, irrespective of brand and cable. screen brightness is excellent even if not AMOLED. The golden leather back add premium and flagship look to the phone. Thanks to the seller for answering the queries promptly and sending the pin packed, unactivated phone', 'Amazing mobile phone. good delivery time.', 'MA SHA ALLAH jo order kia tha woi same mila ha Mobile bhut zeberdast ha use krnay main. excellent Bint e saeed and draz...', 'Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m', 'thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘', 'Original Mobile phone 📱 Thanks Daraz 😊😊', 'Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much', 'Service and product both are great must be recommended this seller', 'ماشاءاللہ جی بہت اچھا موبائل ہے میرے بیٹے کو بہت پسند ایا ہے اور میں چاہ رہا ہوں کہ اس میں ایک سیٹ میں انشاءاللہ 30 پرو بھی منگواؤں', 'amazing delivery before time .. excellent experience.... best seller recommended', '#11.11', 'The product is good.The seller is also replying to every question..This is my first phone and sho happy lol', 'a nice packing and fastest delivery in sale. i am really impressed now from daraz.']"
0129,"[""well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks"", 'mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚', 'Great seller, Awesome, thank you so much.recommended seller', '25 rupay ziada Lia but product acha aur original tha', 'very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack', 'مجھے اعلیٰ معیار کا موبائل فون ملا ہے اور سیلر بہت ایماندار، تیز رفتار اور اچھی سروس فراہم کرنے والا ہے، اس لیے میں اس کی سفارش تمام دوستوں سے کرنا چاہتا ہوں، شکریہ', '100% satisfied.', 'Great seller, Awesome, thank you so much.recommended seller', 'great deal...pta approved and plenty of ram 128gb.5000mah battery..hold warranty...so far good impression...hope to use it long time', 'good packing and official phone delivered. also seller very cooperative and guided properly about warranty.', 'good, after oneday received', 'ontime delivery, well packed and very satisfied with the product .... seller recomended', 'totally worth it. 100% recommended. such fast service.', ""I'm use already he is very beautiful mobile"", 'very nice product same as shown']"
0130,"['Very Good And Nice Product , With 0fficial Warranty of 1 Year , Thanks Daraz !']"
0131,"['i loved the phone, its orignal n sealed brand new phone. Thank you seller.', '#11.11 excellent quality', 'mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai', 'Perfect thanks', 'thanks', 'excellent product', 'good set box pack new with charger .', 'Thanks to Glow Tech Original Product delivered', 'fast delivery.original product with discount', 'thanks daraz and seller 👍', 'Good', 'mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai', 'Pk dex courier service is very poor and slow', 'good product', '']"
0132,"['Mobile battery timing is very long tourch is very expensive but screen is small keypaid is very samouth', 'mobile acha hy good draz seller shukrya....', 'According to price mobile in very good', 'According to price mobile in very good', 'Mobile battery timing is very long tourch is very expensive but screen is small keypaid is very samouth', '']"
0133,['waqt se pehly Dilevry hogai. mob b new he. jazakallah dear']
0134,"[""#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.""]"
0135,"['Very Bad Daraz & Very Very Bad Seller', 'mobile acha hy but halka hy uthany me jesy wazan ni sada lagta hy but ok hy koi falt ni bs mobile or charger hy', 'yah mobile phone bahut achcha hai maine purchase kiye hai nice working thanks for daraz best quality hai 💯👍❤️🆗', 'Alhamdulillah got seal packed pta approved mobile I bought this for my mother and she like it quiet immersive packing.. no complain 10/10.. you can buy from this seller with 0 doughts...👍👍👍👍', 'Thank you so much very good sallery delivery is very fast', 'sir ap ka bhoot bhoot shukria or Ap great ho ma shall ah bhot acha mobile ha inshallah ap sa 2 mobile or bhi purchase krny ha', 'bahut hi jabardast mobile hai bahut hi cheap price mein ha bilkul jabardast mobile hai aap khariden befikra hokar', 'sir jo manga wesa hi milla bht zabardast mashaAllah malik apk rizq mn barqat ataa farmae', 'bhtt awlaa,outclaas response from seller, product bhi bht achi hy', 'Good seller, timely delivery and item received is as advertised', 'excellent product and very useful too', 'Mobile zabardast Hy thenx daraz', ""it's nice"", 'mobile acha hy but halka hy uthany me jesy wazan ni sada lagta hy but ok hy koi falt ni bs mobile or charger hy', 'Very Bad Daraz & Very Very Bad Seller']"
0136,"['Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya', 'Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.', 'so reasonable so beautiful just like a woo ❤️😊😂 thanks daraz and thnks seller 👍', 'Beautiful and nice produt recommended to all. seller is Honest ❤️.', 'bhotttt shukrya Daraz original product hai... fast dilevry.. I am fully satisfied ☺️ thanks 👍🏻😊😊😊😊😊😊😊', ""very nice mobile i love it it's worth it in this price"", 'Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya', 'good moblie thanks daraz but color is changed plz send same the which we order.JazakAllah', 'Nice I like ♥️', '100% original and box 🎁 pack product', 'very beautiful cell phone i relly happy', ""it's amazing mobile phone"", 'camera result no no response seller fake items', ""Dear, ThaNk'S For You"", '']"
0137,"['Good product thanks vender same as show in picture thanks daraz', 'Best Price 😜 Best quality smooth Keypad and Long Battery Timing I personally Used', 'Mobile quality is very high but the charger is not working.', 'Best Price 😜 Best quality smooth Keypad and Long Battery Timing I personally Used', 'cell fone nokia k bht acha lga h aj e prsal mila h bki use kry gy to pta chly ga kasa h....', 'Excellent Good Quality jaisa socha tha us sy zyada acha mobail ha', 'Original product', 'Mobile quality is very high but the charger is not working.', 'Good daraz.pk good seller merit shop ke liye best mobile', 'bht bht acha tha m ny apny liya mangwaya tha bht acha aya hy', 'complete products with charer and battery nad Pakiging is so good. good product Recommend', 'Ye mobile mujhe buhut passand aya. thanks daraz', 'plz cancell my all orders', 'ok thanks for your cooperation', 'This is what is wish.']"
0138,"['its PTA approved device..', 'Very Nice Mobile Thanks', '']"
0139,"['Features are the same as described,', 'Excellent job', 'Best Quality', 'Best Quality', 'Excellent job', 'Excellent', '', '']"
0140,"['box was damaged. there was no seal on a box mobile was used .the gift they shown in pictures was different from what they sent .very bad experience .', 'mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but', 'Nice mobile and good delivery.', 'we are very happy to see the free gift with it.', 'excellent delivery service and good quality original mobile', 'mobiles itna mahnga lia battery time not good jo gift beja wo to bilcul h bekar ha is se acha 1000 ma jo daraz se order kary wo best ha main cheez no seal on the box box fully opened too much dispoint to see the mob and gift no handfree charger b i think change tha 3 ganty ma full charge karta din ma 2 bar charge karna parta but', 'box was damaged. there was no seal on a box mobile was used .the gift they shown in pictures was different from what they sent .very bad experience .', 'daraz is the most pathetic platform of entire world seller was highly non responsive and delayed the order similary draaz customer support was constant agony', 'mobile v29e acha set nhn he jitne price he', 'jhoota seller hy gift tha is k sath nai dia😡😡😡rate b zayada hy is phone ka', '', '', '', '', '']"
0141,"['Seems pin packed and original. Thanks for timely delivery. How it performs, time will tell.', 'good Quality sasta or Acha phone Hai thanks to seller and platform Daraz Thanks 👍', 'battery time down fast', 'good phone as per price valuable #11.11', 'Cell phone is not good as expected but there is no option in return policy for change of mind which is not good. As mention 5inch display but its like 4inch and battery time very less. As compare to price not recommended.', 'Awesome. In this price the mobile we got its Perfect like i should say if u want a mobile for chat and stuff in a very low budget then this is the one.', 'Acha phone ha par delivery late ha', 'The quality of this product is very fine.', ""it's good in this price. But battery down and down with out any use."", 'good performance', 'Nice mobile ha ma Na is ko use kia ha seller Na bohot hi achi cheez di ha battery timing bi bohot achi ha', '5 stars dekh hi rhy hyn ap. Option 7 stars ki bhi hoti tu zror send kerty.. Excellent cell phone in reasonable price.', 'Salam tankyuo darz Jo dhkta hi wo hi dta hi', 'Mobile KO battery theek nahi hai', 'Nice quality phone. So much happy']"
0142,"['very nice and Good packing...Jo dekha aur kaha tha wo hi received howa 3rd time received product and excellent Daraz..Thanks', 'It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...', 'Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota', 'Excellent experience. Received next day. Thank you so much daraz team.', 'Colour blue select Kia tha msg bhe kia tha per black bhja baki mobile new hai orignal', 'beaten service our zabardast prudect..', 'Excellent service. Deliver 2nd day of order... Pin pack device,wrapped with care. Good seller. Satisfied.', 'flash delivery and original product', '', '', '', '', '', '', '']"
0143,"['Mobile phone kamal ka. tha bilkul ok piece tha.', 'Baki Mobil tu thk ha but battery timing thori fast ha baki best ha thanks draz seller', 'bhot hi acha ha atna price ma acha hi atya ha', 'At daraz my experience of purchasing is very good, but this time I am facing trouble as the front camera of said phone is blurred.', 'your service was good and mobile was also good but it Battary low fast. And battery time is not good.thx', '', '']"
0144,"['Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup', 'ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ', 'Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy', 'ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ', 'very nice seller very coprative and very good product and service', 'ایک بار پھر شکریہ اس اسٹور والے کے ساتھ میرا دوسرا تجربہ کامیابی سے مکمل ہوا۔', 'Best seller very cooperative Mobile overall acha ha ,, sb perfect ha.... Pr sb se Acha seller ka ikhlaq ha jis trhan deal krty hain very nice... Will shop again InshaAllah', ""really honest seller.. fast delivery service.. same as shown Jo dekha waise hi Aya box packed😍 I don't have pic now but I'll show pics very soon.. thank you so much seller and daraz😇 100% recommended 🤩🤩"", 'behtreen service daba pack set behtreen packing mein mily delivery bhe tym.sy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended', 'Great Seller. fast delivery and quick response chat service. 10 out of 10 for the seller.', 'Good Product as per picture. Delivery on time. I am satisfied. I recommend this seller', 'delivered on time.same as shown in pictures. thanks for your nice cooperation.', 'received on time and best phone in this price range', 'Abi SIM dal k use nai kiya baqi Sahi laga raha hai', 'awesome jitna suna Tha us Sy zyada acha']"
0145,"['I ordered vgotel note23, came with charger and hand free nice mobile overall good experience but price is a bit different than market.']"
0146,"['best', 'is mobile k sath koi warranty card nahe mila aur na hi box per PTA approved likha ha.', '', '', '', '', '', '', '', '', '', '']"
0147,"[""it's really was a good experience , mobile phone has a brand new look, it's performance in future will prove it's ultimate quality and cost effectiveness"", 'The phone is damaged and is not working . Has been a week that I ordered a return request but haven’t received any rider who can pick up the defected piece', 'پلیز سر اپنا چیز واپس لے جاو نہیں چاے ہم', 'good experience', '', '', '', '', '', '', '']"
0148,"['Excellent.. Jo order kia. Whi mil gia. Original.. Thanks seller.. And draz', 'Very nice cell phone in this price range, much better than Nokia...', 'both aala mobile hi nice daraz', 'both aala mobile hi nice daraz', 'good for calling 👍', 'Very nice cell phone in this price range, much better than Nokia...', '😃', 'best quality mobile thanks daraz', 'In time and good product', 'nice mobile quality', 'satisfied!', 'baki sahi ha likan handfree ni ha or waranty bhi ni ha', 'original product. working well', '', '']"
0149,"['Deliver on time good product 👍', 'Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market.', 'original product delivered .... reliable seller ....... timely delivered ....!', 'original product delivered .... reliable seller ....... timely delivered ....!', 'Thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha', 'Deliver on time good product 👍', 'excellent recommended', 'Good 👍👍👍👍👍 cell 📱📱📱📱 phone, honest seller, 💯💯💯💯💯 thanks Daraz and Seller', 'trusted seller original and perfect mobile recieved', 'absolutely satisfied with the seller delivery was exceptionally quick, Product arrived in perfect condition and is same as advertised. 100% would highly recommend this seller.', 'Great job done by seller', 'Good 👍 product and service', 'highly recommended...Trust worthy seller..', 'Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market.', 'seller rply bhot lte krta h... baqi product original lgi..']"
0150,"['MashAllah MashAllah bht hi acha mobile hai Thanks Daraz and Thanks Sellar packing b achi thi or us sy b achi bat k delivery bht jald hui.', 'battery time 29 hrs on continuous call light weight good and original product thanks seller and daraz it have phone tracker wich is not mentioned on box i like it. Recommended', 'واہ کیا بات ہے بہت اچھا موبائل فون ہے', 'Quality is good But face book whas app not included. signal is low some Time while other set are working.', 'bht a6a h mobile or battery b bht power full hai. thnx daraz and sellers 👍❣️', ""Just received today.The seller is co-operative and delivery service is also good.but the mobile is very problematic in receiving and dialing calls due it's weakness in signal receiving system.So I will refund it."", ""Excellent product too much big battery.. specially for those who's forget to charge mobile offenly."", 'mobile bht a6a tha tha thnx daraz and sellers 👍', 'واہ کیا بات ہے بہت اچھا موبائل فون ہے', 'all okay good phone battery Sirf 5 din nikalti he in pso me acha product he', 'bohat acaha mobile hai jasa dikah tha wasa hi mila hai very very😍😀😀 Goog mobile', 'same as shown', 'good product', 'Mobile Box pack mila.. Seller Service 4 stars qk late percel pickup krwaya he try kiyaa krein keh jis din order kiyaa ho usi din h percel daraz ko pohnchayein. Baqi product mein koi masla nahi hai.. delivery service 3 stars', 'every thing ( mobil, seller, delivery) perfect']"
0151,"['honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again', 'Original product, good service and quick delivery.', 'Got the parcel in 2 days. Seller was way too helpful. Product is genuine, PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend.', 'jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men Jo muje free men mili woh seller ka Sacha aur jaldi response hai jis ki bhot ahmiyat hai Allah aap k karobar men taraqqi ata farmaey thank you so much', 'very nice mobile very good quality ♥️♥️♥️♥️♥️♥️', 'Very fast delivery, seller is very responsive and honest. Original product received in original packing with 1 year E warranty. Phone is also superb as per expectations.', 'boht acha mobile hy zaberdeast', 'nice mobile phone .thanks daraz', ""Mashallah the phone is more beautiful than the picture and the seller is very cooperative even though I ordered a wrong but they changed it's color to my liking when I text them jazakallah"", 'outclass mobile and seller is very honest as per product', ""It's really good experience with Customer satisfaction approach I really like it time delivery awesome satisfied packing and genuine product..."", 'same wohi cheiz bheji hai aur same wohi color green us krna bad review day rhi ho 😊👌🏻', 'very nice set. seller was very cooperative specially thanks for colour which is same as ordered.', 'Ma shaa Allah Product Ki Quality Bohat Achi hai Jaisa Order kia tha waisi he Delivery hui hai ...Honest Seller 💞💞', 'value for money... recieved As shown Recommended Seller... :-)']"
0152,"['Very nice 👍 mobile', 'it is more than perfect... thanks daraz and thanks dealer', '😅thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon A1h 😍', 'best mobile i m so happy ya mobile mine open is liya nhi kia mujhe gift krna hai wase mobile bhot axha hai .😀', 'I bought 2 mobiles and am fully satisfied with all services. Mobiles are very good even delivered on time. Thanks Daraz.', 'The seller is very cooperative, the product is same as shown, the delivery time is very short', 'seller is very good on time delivery very much satisfied', 'good bahot hi kamal ka ha ya mobile', 'camera work little bit not good', 'Very smart phone. Thank you seller', 'Seller Service 10/10', '👍', 'Excellent', 'i order this phone reach me timely quickly delivered me cellphone is good but battery timing is not good', 'price is high']"
0153,None
0154,"['Securely packed and delivered. Exactly as described and ordered. There was no Tech Sirat Warranty card in the box. So I have reservations there. Apart from the warranty card All is Well.', 'Very good product and delivered on time. so far this year it is the best phone in 50K', 'Received same as advertised with color', '']"
0155,"['well and protected packed, delivered well before defined time. original and PTA approved device. and yes prices were more competitive than other sellers on Redmi store. just seller need to improve chat response and response time whereas he also responded chat and ensured proper and regional product delivery. good experience with seller so far.', 'Booked on 11.11.23 and delivered on 15.11.23 i.e fast delivery, original and same product i ordered. Well packaged but warranty card is not available in th box.', 'Very good service by seller, this is my second order. Product delivered on time and accuretly.', 'nice set! best quality and best price.', 'Mashallah Bohot Payra Mobile ha 😍😍 Honest seller and value for money 💰', 'Nice Product.', 'Nice', 'Booked on 11.11.23 and delivered on 15.11.23 i.e fast delivery, original and same product i ordered. Well packaged but warranty card is not available in th box.', ""It was a wonderful experience and I'm satidfied with the product, its seller and delivery service, thanks daraz and thanks seller.."", 'Received my phone with in the advised lead time. All good and i will give 100', 'Very good product and very good response from seller.. Very fast delivery', 'BarakAllah... Excellent', 'I received my parcel. Excellent product for the supplier. Fast delivery.Highly recommended.', 'the product was good seller is very cooperative. recommend', 'genuine seller, best product']"
0156,None
0157,"['befor 11.11 Sale Excellent Masha Allah and Jazak Allah for seller Allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan-24 se Dec-23 ki Warenty hai Thank You Seller & Daraz jitni Tareef ki jai kam hai 100% Geniun & Recomended', 'excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia A One rha i love daraz tanx seller also hamara itemaad bnanay k liay👩\u200d🎓', 'great it as shown it was my 6th order good experience highly recommanded daraz ...A weekness delivery is too slow..... thanks Daraz and seller...mob have no privacy system very bad', 'thank you daraz jesi chiz dikhai he same wahi bhji h wonderful amazing mobile', 'mashallah bohut acha h taba pack bahja hai recommend seller and the store♥️♥️♥️', '', '', '']"
0158,"['MashAllah this seller Rocks once again. shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai. Allah apke karobar main bht barkat dey. Excellant product. market main is rate main box pack available nhi. pehlay bhi maine inse Itel ka mobile lia tha wo bhi bht acha tha. Thanks alot seller and specially for Daraz to provide such reliable platform for us. jazak Allah.', 'not good mobile', 'Its not a good phone at all, Purana Software hy Q Mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy, Sastay kay chakr ma apna time aur paisa waste na karen. .', 'Amazing product. nice dealer', 'noice', 'Good Qulity #1111', 'Its not a good phone at all, Purana Software hy Q Mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy, Sastay kay chakr ma apna time aur paisa waste na karen. .', 'not good mobile', 'jasy many socha wesa he mera parsal tha. bahtreen paking the. or jo time deya gaya tha ussy bhe pahaly milla thanks daraz.', '', '']"
0159,"['I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller', 'excellent service, very cooperative seller, very fast delivery', ""Alhamdolillah, got my package delivered super fast within 12hrs 50 mins to be exact, even before the initial expected arrival date. Seller was super cooperative, humble and replied instantly in chat. The parcel itself was packed firmly, carefully and securely. The phone was PTA approved. The official warranty started on the date of purchase. I'm more than satisfied with my experience. Highly recommended! Thank you very much Daraz and Seller! Jazakallah!"", 'Alhamdullilah ❤️ Original Product 👌 Recommended 👍🏻', 'It’s my first order from daraz.original device bheji hai seller ny main ny sy baat kar ky delivery fast karwai thi on time mujhy mobile mil gya I’ll recommend this seller', 'bth acha thanks daraz jasa mangwaya whe byja h r 1 din my he delivery h gya bundle of thanks', 'beautiful and orignal products seller is so good 💯💯💯💯💯💯😊😊😊😊', 'Satisfied Original product with All the Asscessories sealed packed Happy to buy mobile from this seller Recommended', 'Receive in Perfect condition', 'delivery timing is to excellent', '', '', '', '', '']"
0160,"['ma samajhta hon mobile bohat achha ha fast ha camera achha ha lakin isma apko home screen pr hi ads milna shuru ho jainga jo hr kuch seconds bad start ho jainga ye bohat annoying experience ha', ""Very satisfied....good experience.recieved in just two day's."", 'Great new packed Phone Same like as pictures Awesome battery timing Camera result Everything is great Thank you', 'Great new packed Phone Same like as pictures Awesome battery timing Camera result Everything is great Thank you', 'Good and newly packed phone, Accessories was complete and seller send the product on time.. Recommend to all!! 👍👍👍', 'nice set at price, looks good, performance good,', 'GRATE MOBILE', 'Delivered in time and product is good', 'Beautiful phone, came in secure packaging, seller is very nice person, deals professionally, i requested for early delivery and he honor me by sending it before the delivery time 10 stars, highly recommend 🙂', 'bought this phone for my mother, alhamdililah she is happy and satisfied note this phone is due normal purpose use, and for normal purpose I mean using WhatsApp, YouTube , calling etc', 'seal pack mobile received thanks to draaz.this my second order', '💯 original packed phone Received in just 24 hour Packing was very good Same color received Recommended this phone in such a good price.', 'Very good service, am fully satisfied', 'Original Phone! The seller is very nice, I ordered the wrong color but he sent me the required color, thanks to him for that favour.. ❤️', 'brand new phone has been delivered to me. thanks to the seller. will definitely recommend seller to my family and friends.']"
